(10, 5)
(10, 6)
(20, 3)
(20, 4)
(20, 18)
(30, 996)
(20, 13)
(40, 501)
(20, 11)
(30, 629)
(20, 13)
(40, 235)
(20, 11)
(30, 629)
(20, 13)
(30, 629)
(20, 6)
(30, 996)
(20, 11)
(10, 7)
(20, 3)
(30, 996)
(20, 0)
(30, 629)
(20, 20)
(30, 996)
(20, 14)
(30, 629)
(20, 6)
(40, 501)
(20, 4)
(20, 18)
(30, 996)
(20, 13)
(30, 629)
(20, 6)
(30, 629)
(20, 11)
(10, 4)
(20, 3)
(30, 996)
(20, 0)
(30, 629)
(20, 4)
(20, 18)
(30, 996)
(20, 13)
(30, 996)
(20, 6)
(40, 501)
(20, 11)
(20, 21)
(20, 21)
(20, 21)
